NCBI	gene	pHaplo	pTriplo	Domino
2516	NR5A1	0.994098779265856	0.996151729748007	0.99667833
2516	SF1	0.909230368014957	0.977249701098308	0.99794397
2517	FUCA1	0.228787114810625	0.457639662309391	0.11210669
2519	FUCA2	0.51020730315231	0.205184545362056	0.05399344
2520	GAST	0.0627202967643791	0.159225605809896	0.34859642
2521	FUS	0.896253221516981	0.940935854804194	0.99508244
2523	FUT1	0.416060793001962	0.345062159222464	0.21764388
2524	FUT2	0.0899631085734518	0.287417676308108	0.23497205
2525	FUT3	0.262119648006713	0.105774716213237	0.33746479
2526	FUT4	0.359523887793391	0.298754677089598	0.45715579
2527	FUT5	0.249585783082472	0.12742144665128	0.12105154
2528	FUT6	0.495533969784391	0.165205846337113	0.09997993
252839	TMEM9	0.258569758923243	0.431707791177738	0.0718887
252884	ZNF396	0.109176239637968	0.324729138460662	0.11179104
2529	FUT7	0.126555540960167	0.0678234889709574	0.34125454
252969	NEIL2	0.246810832988942	0.409878226479534	0.17768584
252983	STXBP4	0.296221450440772	0.377696202738788	0.1666436
252995	FNDC5	0.592726151960782	0.618371822027194	0.24905621
2530	FUT8	0.381188923242603	0.206180701915996	0.62668777
253012	HEPACAM2	0.212901624991915	0.369921502231773	0.17014375
253017	TECRL	0.14366532013602	0.102137028152632	0.23639445
253018	HCG27	0.0555689713985372	0.244921680329303	NA
2531	KDSR	0.780348594115902	0.519045126920174	0.45253751
253143	PRR14L	0.951115218999195	0.831268794478232	0.3916406
253152	EPHX4	0.119253704789859	0.0583378184036042	0.08007042
253190	SERHL2	0.302966019399887	0.245020444042436	0.06035791
2532	ACKR1	NA	NA	0.13464422
2532	DARC	0.209232915485296	0.212292647420026	NA
253260	RICTOR	0.993483096598654	0.943847669510018	0.97728825
2533	FYB	0.50702920313787	0.28132008918855	NA
2533	FYB1	NA	NA	0.3349379
253314	EIF4E1B	0.6632331328715	0.402442699925215	0.08327141
2534	FYN	0.923755150827036	0.983640854737723	0.99996879
2534	SLK	0.911141469014807	0.559447132331077	0.82750919
253430	IPMK	0.705206825035493	0.60552557446691	0.28244571
253461	ZBTB38	0.915642859565238	0.945665514027339	0.32256969
2535	FZD2	0.856014797502484	0.987000010730882	0.97397698
253512	SLC25A30	0.0850066587943533	0.313918102170765	0.0949225
253558	LCLAT1	0.488374502019426	0.484197636704283	0.08129568
253559	CADM2	0.463682719918137	0.355387080353758	0.66177944
253582	TMEM244	0.107141985198032	0.144681700664679	0.05848175
253635	GPATCH11	0.427723690336332	0.300105319486372	0.0525792
253639	ZNF620	0.246820356824257	0.277895826819259	0.08682083
253650	ANKRD18A	0.235108177573956	0.163916349087428	0.07418708
2537	IFI6	0.169802833435661	0.253913905008883	0.17119429
253714	MMS22L	0.425534976048034	0.266299347244233	0.10343755
253725	FAM21A	0.144763691209846	0.341104463419731	NA
253725	FAM21C	0.176919260101451	0.312400019469117	NA
253725	WASHC2C	NA	NA	0.11478057
253738	EBF3	0.999647366192163	0.996252921846355	0.99349732
253769	WDR27	0.731663399868138	0.0852823152589107	0.07072738
253782	CERS5	0.122044473637298	0.240276738022087	0.1168651
253782	CERS6	0.399957749727639	0.417698763623475	0.68632315
2538	G6PC	0.434422839745647	0.49887177675787	0.08532922
253827	MSRB3	0.215884842166273	0.427758486577604	0.1443509
253832	ZDHHC20	0.294573385294183	0.569103814865269	0.08800637
253935	ANGPTL5	0.103906859292135	0.0812188618545842	0.14057193
253943	YTHDF3	0.788195870508388	0.605035138939351	0.77915178
253959	RALGAPA1	0.935059675340775	0.761609831199414	0.94918159
253970	SFTA3	0.735080678316568	0.128968316351226	0.04814188
253980	KCTD13	NA	NA	0.6154434
253982	ASPHD1	0.228705557452203	0.608386271536866	0.20130483
254013	ETFBKMT	NA	NA	0.06878374
254013	METTL20	0.0865336880636433	0.119131554939617	NA
254042	METAP1D	0.254362951574795	0.268623293950025	0.05251393
254048	UBN2	0.961999850863454	0.758669190036526	0.39657315
254050	LRRC43	0.20899727856009	0.254248745106965	0.12241412
254102	EHBP1L1	0.32680711034414	0.417359835422999	0.12319385
254122	SNX32	0.0708722388228985	0.179656132080339	0.10555087
254170	FBXO33	0.494601689931982	0.574355002791135	0.48322354
254173	TTLL10	0.672091146031571	0.329010510235934	0.07951296
254187	TSGA10IP	NA	NA	0.07170072
2542	SLC37A4	0.195434611633647	0.198461409586596	0.06412891
254225	RNF169	0.193445206021833	0.778132895656559	0.10544276
254228	CALHM5	NA	NA	0.08563766
254228	FAM26E	0.181531152247916	0.126225801657455	NA
254240	BPIFC	0.398420586664816	0.503846418036283	0.06022327
254251	LCORL	0.956438758843597	0.639334043222367	0.37974595
254268	AKNAD1	0.104900509163925	0.341273604737652	0.09527565
254272	TBC1D28	0.0840874205735664	0.314146081283075	0.10246988
254295	PHYHD1	0.332132643579116	0.219232033973689	0.09499129
254359	ZDHHC24	0.0660208059822268	0.594958586137309	0.05857482
254394	MCM9	0.640131811540083	0.574928181307361	0.08119495
254427	PROSER2	0.540321334667537	0.25535179385451	0.11538561
254428	SLC41A1	0.747126004834985	0.897330707565578	0.52265797
254439	C11orf86	0.0707161273319253	0.258364086264743	0.11034867
254528	MEIOB	0.629982475549345	0.22092442051877	0.11557835
254531	LPCAT4	0.307211045283306	0.459810389136471	0.35204547
254552	NUDT8	0.298603950160714	0.110103672826125	0.06479145
2547	XRCC6	0.940730763005745	0.986057518159366	0.99721586
254773	LYG2	0.0175729560812333	0.323704275900274	0.11045814
254778	C8orf46	0.132671581271755	0.208610997873526	NA
254778	VXN	NA	NA	0.20788146
254783	OR6C74	0.0139598510120687	0.162542733168624	0.10150765
254786	OR6C3	0.0258977057922409	0.0377870492074267	0.11635829
2548	GAA	0.634247792655753	0.975557856460681	0.1000592
254827	NAALADL2	0.158441825137907	0.104688147658164	0.06356097
254863	TMEM256	0.525958024397375	0.443600391680433	0.1403119
254879	OR2T6	NA	NA	0.09748302
254887	ZDHHC23	0.419407012450927	0.315229910003956	0.19137496
2549	GAB1	0.905551143903662	0.688123930709905	0.98298332
254910	LCE5A	0.133030544369792	0.825628620624595	0.09652933
254950	KRTAP15-1	NA	NA	0.0985457
254956	MORN5	0.594728200509693	0.340029630414887	0.08021154
254958	REXO1L1	0.0594421896886985	0.176720183315765	NA
254973	OR1L4	0.0313323469595808	0.0223566456149076	0.11663247
2550	GABBR1	0.890147358783166	0.885829230852025	0.68778426
255022	CALHM1	0.123375195840056	0.098069585722017	0.15208011
255027	MPV17L	0.191215815783539	0.297635021586998	0.14399791
255043	TMEM86B	0.155130169821319	0.241037762849466	0.10040006
255057	C19orf26	0.300473606083487	0.336843502818604	NA
255057	CBARP	NA	NA	0.17702645
255061	TAC4	0.165785146822658	0.183804041701796	0.06484076
2551	GABPA	0.985343191443398	0.5789475594063	0.98989841
255101	CCDC108	0.460563953877372	0.209549009262903	NA
255101	CFAP65	NA	NA	0.05701209
255104	TMCO4	0.548283956446587	0.36968429860407	0.10345507
255119	C4orf22	0.0674647687649545	0.109511848169682	NA
255119	CFAP299	NA	NA	0.0663042
255189	PLA2G4F	0.455895208831267	0.356105500975696	0.05200838
255220	TXNDC8	0.131707982628885	0.114797944766074	0.23081614
255231	MCOLN2	0.274535160525936	0.395123928326503	0.29429154
255239	ANKK1	0.40788593093825	0.558448823441439	0.1040547
255252	LRRC57	0.177171472137193	0.649797187915634	0.43687116
255275	MYADML2	0.15386685307638	0.224143371644537	0.10699784
2553	GABPB1	0.791892676171036	0.871233251419547	0.38824901
2553	GABPB2	0.0619120240501018	0.339481619324441	0.07798259
255308	EIF2S3L	0.0907783393618693	0.191185347201667	NA
255324	EPGN	0.141032292084358	0.148188776441859	0.05962068
255349	TMEM211	0.221967831934851	0.12835892107127	0.07602571
255374	MBLAC1	0.144922697923651	0.340916935633249	0.16111515
255394	TCP11L2	0.500048858422228	0.380261867523011	0.08331784
2554	GABRA1	0.639166044397065	0.536370263510489	0.85983041
255411	LINC00935	0.10488511813976	0.350906997071333	NA
255411	TEX49	NA	NA	0
255426	RASGEF1C	0.798433511279191	0.14910486882888	0.06028695
255488	RNF144B	0.60562994185977	0.240857541662221	0.16530126
2555	GABRA2	0.246129864339611	0.434375024092764	0.76517283
255520	ELMOD2	0.464754719756693	0.313555276352671	0.20507186
255626	HIST1H2BA	0.131845353733222	0.211982972287057	0.19971387
255631	COL24A1	0.114251159771165	0.104701873912362	0.19829364
2557	GABRA4	0.149429959238009	0.453890789808276	0.62017437
255725	OR52B2	NA	NA	0.19649083
255738	PCSK9	0.373411277849541	0.597510043707464	0.11759893
255743	NPNT	0.453319960223046	0.225682854623494	0.0706537
255758	TCTEX1D2	0.610474036659622	0.179958590190367	0.11363009
255762	PDZD9	0.292588518669998	0.182877133610982	0.1396745
255783	INAFM1	NA	NA	0.11730543
255783	PRR24	0.177800375087505	0.216997039736814	NA
255798	SMCO1	0.577032872428201	0.489864605446056	0.05631437
2558	GABRA5	0.434031773968726	0.326593416225783	0.92088276
255809	C19orf38	0.140121382954724	0.0730499271141629	0.10478127
255877	BCL6B	0.732886682022641	0.521623366521422	0.54775664
2559	GABRA6	0.31608432986844	0.143558222007979	0.12886154
255919	CNEP1R1	0.337514930209189	0.344247641022963	0.08824692
255928	SYT14	0.798038132490632	0.655575957959574	0.28536847
2560	GABRB1	0.269351027767793	0.644471261884727	0.92649844
256006	ANKRD31	0.197810085321933	0.303699777273321	0.1094893
256021	C12orf79	0.56984966798722	0.199170025858796	NA
256051	ZNF549	0.149201690312964	0.0128083696304459	0.06986676
256076	COL6A5	0.129062721163889	0.427218029293791	0.11471531
2561	GABRB2	0.771410463849393	0.647044643484172	0.89797092
256126	SYCE2	0.235827745497109	0.300591091251859	0.07757989
256130	TMEM196	0.261613320304382	0.0780439769335599	0.11589223
256144	OR4C3	0.0166330110503534	0.00430467612484008	0.06088295
256148	OR4S1	NA	NA	0.09619121
256158	HMCN2	0.533844297923837	0.253084689886592	0.05747973
2562	GABRB3	0.697190789765002	0.992634885936614	0.96189791
256223	CDRT15L2	0.0743469089091553	0.189233132755321	0.10913875
256227	STEAP1B	0.171849598267269	0.17412221977165	0.13786101
256281	NUDT14	0.424123375699844	0.974601771742321	0.05044759
256297	PTF1A	0.973447691701407	0.909393085815167	0.91214954
2563	GABRD	0.806680366606631	0.532322791454217	0.50717958
256302	C17orf103	0.17425406461529	0.296076907240492	NA
256302	NATD1	NA	NA	0.13840343
256309	CCDC110	0.760013889566561	0.0788830299468084	0.11629181
256329	C11orf35	0.531990563329613	0.435584203555585	NA
256329	LMNTD2	NA	NA	0.20623885
256356	GK5	0.195619605185655	0.0759490022228404	0.25239276
256364	EML3	0.466167343551632	0.817139075962273	0.22138527
256380	SCML4	0.339280786312212	0.209713863060016	0.15111521
256435	ST6GALNAC3	0.2220070674228	0.228877583161854	0.08767344
256471	MFSD8	0.280367425794547	0.219594435423944	0.07728644
256472	TMEM151A	0.226407796377504	0.850271842469041	0.4321464
2565	GABRG1	0.0523097863366153	0.0886098219220476	0.07509104
256536	TCERG1L	0.896497579930291	0.168048440556506	0.12129744
256586	LYSMD2	0.326039244880447	0.170151307936249	0.09849031
2566	GABRG2	0.458255514580317	0.59271873001551	0.74418943
256646	NUTM1	0.474346182647727	0.295447017476172	0.11415117
256691	MAMDC2	0.477745705943657	0.264741026296031	0.08056109
2567	GABRG3	0.49213868713957	0.396352594655481	0.45497249
256710	GLIPR1L1	0.133647067213491	0.042475854832564	0.04986538
256764	WDR72	0.0823440898636843	0.102233658101581	0.08758035
2568	GABRP	0.423336036924689	0.158092699845169	0.1032872
256815	C10orf115	0.169674897979185	0.229703482154121	NA
256815	C10orf67	0.225669657986415	0.21222141552847	0.08833375
256892	OR51F1	NA	NA	0.08698915
2569	GABRR1	0.106577447506059	0.235145072013905	0.24229277
256933	NPB	0.138768713583886	0.337307810316627	0.08310036
256949	KANK3	0.416832568836722	0.236518983692638	0.08935967
256957	C17orf66	0.137009388185303	0.0851258126156521	NA
256957	HEATR9	NA	NA	0.06692729
256979	SUN3	0.174836617863691	0.127228368154595	0.06488488
256987	SERINC5	0.223958078081465	0.211570547062601	0.06919183
257	ALX3	0.246014148856361	0.571214472872698	0.154437
2570	GABRR2	NA	NA	0.11676612
257019	FRMD3	0.4607556055111	0.540311508957249	0.11500693
257044	C1orf101	0.562681748105271	0.218994749541304	NA
257044	CATSPERE	NA	NA	0.05190242
257062	CATSPERD	0.192409410559299	0.110406464268137	0.06490143
257068	PLCXD2	0.152503628895036	0.54787867415973	0.09787987
2571	GAD1	0.509981283561632	0.863336213079093	0.97397282
257101	ZNF683	0.237239899387782	0.243510455860301	0.09807087
257106	ARHGAP30	0.468985577042614	0.378986754399106	0.11785596
257144	GCSAM	0.413368589986295	0.163277044152801	0.07183963
257160	RNF214	0.948553050413652	0.770214044452376	0.38364689
257169	C9orf43	0.539557986914365	0.236459112935834	0.06679015
257177	C1orf192	0.130352331803381	0.0713337740088862	NA
257177	CFAP126	NA	NA	0.07497485
257194	NEGR1	0.558349431035534	0.536317451527766	0.3441469
2572	GAD2	0.789000569148994	0.811858031259664	0.89893272
257218	SHPRH	0.912154698906975	0.73586225659749	0.18924095
257236	CCDC96	0.603817044420308	0.617020034728142	0.14466743
257313	UTS2B	0.385815740536949	0.0871121677555706	0.08578128
257364	SNX30	0.717344019599953	0.0944171765929143	0.75155357
257364	SNX33	0.485860276189935	0.547970021069028	0.22143991
257407	C2orf72	NA	NA	0.13236814
257415	FAM133B	0.175773105842764	0.234456483841866	0.07746401
25758	KIAA1549L	0.444377042242959	0.559389312861965	0.11154998
25759	SHC2	0.664491617449522	0.267670049074116	0.55842282
257629	ANKS4B	0.343690513129229	0.344012145617836	0.16698127
25764	HYPK	0.192932323785453	0.518977527389736	0.10915479
25766	PRPF40B	0.757396940596636	0.874207744855415	0.96210668
25769	SLC24A2	0.269110101744351	0.082852464516227	0.17420334
25770	C22orf31	0.250786986988054	0.359762123852956	0.07883986
25771	TBC1D22A	0.962339604968061	0.982952211047272	0.17992494
25775	C22orf24	0.208525933409101	0.106356330000899	NA
25776	CBY1	0.253556739913952	0.399521823823246	0.19035703
25777	SUN2	0.501030473987366	0.645513403094235	0.13955279
25778	DSTYK	0.573853679606914	0.861408089859049	0.12515565
25780	RASGRP3	0.86305427389221	0.315366512667322	0.22349975
25782	RAB3GAP2	0.962169043059639	0.438189239526251	0.55408782
25788	RAD54B	0.175868299190677	0.44849031885444	0.12402423
25789	TMEM59L	0.141272683768542	0.493696766726252	0.081165
25790	CCDC19	0.214692457309426	0.306711994337262	NA
25790	CFAP45	NA	NA	0.07490369
25791	NGEF	0.942436513920678	0.660539250914415	0.58738023
25792	CIZ1	0.280489000829187	0.44803446231107	0.60239666
25793	FBXO7	0.589398895123623	0.226299830200098	0.15387221
25794	FSCN2	0.877688595878186	0.351405928087876	0.36894516
25796	PGLS	0.0902166176663235	0.462501361678083	0.0999415
25797	QPCT	0.312966674869654	0.498263610350132	0.10689642
25799	ZNF324	0.280669816147293	0.329015828554139	0.15313902
258	AMBN	0.0940791565411335	0.206128458664927	0.17010841
2580	GAK	0.922358548311369	0.441643393880082	0.86669094
25800	SLC39A6	0.426887426706619	0.436284799271081	0.11280443
25801	GCA	0.180303864197464	0.0801602503151223	0.12485886
258010	SVIP	0.328492545732752	0.0496335934620427	0.1019335
25802	LMOD1	0.879887081546758	0.663121799500252	0.55410675
25803	SPDEF	0.66921120412955	0.62296570243213	0.48607296
25804	LSM4	0.0978334637321397	0.531139150938144	0.98522415
25805	BAMBI	0.780171658658393	0.496963403039165	0.90340058
25806	VAX2	0.249441243786793	0.121858813425594	0.34345989
25807	RHBDD3	0.25491299363928	0.331942136254196	0.11139278
25809	TTLL1	0.189684259034106	0.275554729175113	0.0732434
2581	GALC	0.299087455935965	0.110408539650644	0.07501413
25813	SAMM50	0.799456162106395	0.504274006212034	0.05822486
25814	ATXN10	0.822117045478343	0.357758200866203	0.34291392
25816	TNFAIP8	0.565066051515411	0.236925707606306	0.15447582
25817	FAM19A5	0.894048372389539	0.0977018476493018	0.25320018
25818	KLK5	0.300072800900628	0.457895349346978	0.04992188
25819	CCRN4L	0.371342795592341	0.19529515318229	NA
25819	NOCT	NA	NA	0.28073281
2582	GALE	0.451099143348375	0.454319125205432	0.22088374
25820	ARIH1	0.986517704450513	0.996049580670241	0.98793133
25821	MTO1	0.227836563817476	0.244431381061011	0.13371607
25822	DNAJB5	0.607116439330952	0.518890324230854	0.66861387
25823	TPSG1	0.14767776156683	0.932034635048916	0.10512989
25824	PRDX5	0.107418743874044	0.649768945966994	0.07917077
25825	BACE2	0.953005951928123	0.854527146879021	0.37857934
25827	FBXL2	0.475218055209634	0.829097848508241	0.1185533
25828	TXN2	0.319978334009211	0.45900958008632	0.09109972
25829	TMEM184B	0.19233772091707	0.408619395510133	0.51971281
2583	B4GALNT1	0.179663014372419	0.407571475260121	0.10849841
25830	SULT4A1	0.839485270077399	0.82251730079416	0.51076134
25831	HECTD1	0.998121566438737	0.993901084606376	0.93408277
25832	NBPF14	0.101205256077879	0.0708483803896285	0.07433318
25833	POU2F3	0.906058797459712	0.718959242012493	0.14734242
25834	MGAT4C	0.111607200984566	0.148710253718166	0.14780981
25836	NIPBL	0.998580625413853	0.918059829262407	0.99986589
25837	RAB26	0.0971200932232534	0.20697582945564	0.07399618
25839	COG4	0.597299717960179	0.559062198559461	0.06637446
2584	GALK1	0.266338082250506	0.666470093163839	0.10181559
25840	METTL7A	0.103696261848171	0.179289533359972	0.11664537
25841	ABTB2	0.893138600392959	0.3268027779283	0.16751982
25842	ASF1A	0.974716036165542	0.950990115982006	0.99229262
25843	MOB4	0.773181100192487	0.952658891958856	0.58251725
25844	YIPF3	0.298914811660009	0.800311374699026	0.28820668
25847	ANAPC13	0.229614696171255	0.295677732815451	0.11810016
25849	PARM1	0.279482993556675	0.543901128167649	0.2175153
2585	GALK2	0.355597825482396	0.720140045621702	0.05198643
2585	GK2	0.0151097364875899	0.0363947426848441	0.23402674
25850	ZNF345	0.0526674728878592	0.0466346112459812	0.20675583
25851	TECPR1	0.398505305172522	0.964432390349211	0.07258676
25852	ARMC8	0.943027036023593	0.770010675824075	0.96906278
25853	DCAF12	0.309916344314277	0.151690193037027	0.13134148
25854	FAM149A	0.677559398173919	0.210268767602422	0.05922986
25855	BRMS1	0.114725950460535	0.720298730277013	0.08560204
25858	CATSPERZ	NA	NA	0.26329444
25858	TEX40	0.164169526613212	0.513598836958007	NA
25861	DFNB31	0.843429935371889	0.561490472415934	NA
25861	WHRN	NA	NA	0.16341125
25862	USP49	0.840605387992758	0.879614841728406	0.42317836
25864	ABHD14A	0.0512549680629285	0.500935453802288	0.08318001
25865	PRKD2	0.930841875777639	0.970110745248437	0.97055387
2587	GALR1	0.973441442477858	0.143218298055163	0.21798468
25870	SUMF2	0.500599543134479	0.563879259362643	0.06730332
25871	C3orf17	0.51797643099841	0.330179854450844	NA
25871	NEPRO	NA	NA	0.06323932
25873	RPL36	0.458837558667285	0.307916625218165	0.80144972
25874	MPC2	0.481307003376992	0.323209940889207	0.06380995
25875	LETMD1	0.100701360181212	0.297062986168749	0.14311597
25876	SPEF1	0.421269326764801	0.982283596656739	0.05301402
25879	DCAF13	0.269450578084926	0.0903860302292086	0.26097834
2588	GALNS	0.422740563698832	0.261276613730304	0.05835726
25880	TMEM186	0.329143815749619	0.951231189979541	0.06627524
25884	CHRDL2	0.621175584909188	0.24711684497898	0.29230155
25885	POLR1A	0.974935754473453	0.324659626805721	0.94097407
25886	POC1A	0.126910619314728	0.466573084838796	0.0735976
25888	ZNF473	0.322251520415218	0.341852908255395	0.28499467
2589	GALNT1	0.244074169950893	0.287209646975854	0.39521702
25890	ABI3BP	0.233796352939595	0.389407735879969	0.05450759
25891	PAMR1	0.648562085364154	0.102035123753466	0.12274968
25893	TRIM58	0.148042011321556	0.0218529139000519	0.24021944
25894	PLEKHG4	0.272793431868795	0.672787828521775	0.11364056
25895	EEF1AKMT3	NA	NA	0.09860842
25895	METTL21B	0.182277263505627	0.53818349289802	NA
25896	INTS7	0.875239027187151	0.647103563690714	0.20772226
25897	RNF19A	0.895089268000632	0.338325675028512	0.14580343
25898	RCHY1	0.20370018364024	0.625508679781907	0.52840721
259	AMBP	0.763013351334131	0.489311622410666	0.1653181
2590	GALNT2	0.850802462020482	0.609601639418941	0.53212693
25900	IFFO1	0.314751258536975	0.274983454475392	0.0816163
25901	CCDC28A	0.319645551643742	0.184747024258837	0.11917557
25902	MTHFD1L	0.332969864727924	0.175033157660659	0.16860008
25903	OLFML2B	0.250258603671983	0.300225052739383	0.07201329
25904	CNOT10	0.92841605914872	0.600579039740105	0.1137255
25906	ANAPC15	0.187342407124756	0.742084133310442	0.20080873
25907	TMEM158	0.372642499329733	0.286596555467938	0.53421365
25909	AHCTF1	0.971698991530735	0.275001909992985	0.48441945
2591	GALNT3	0.360454824842803	0.213400757896912	0.09039998
25911	DPCD	0.450627729921017	0.232317735361375	0.05244575
25912	C1orf43	0.221453198632158	0.560088061168193	0.08588793
25913	POT1	0.915676968630829	0.495731218586476	0.20147938
25914	RTTN	0.6101947869173	0.334580505179788	0.0811589
25915	NDUFAF3	0.126305293947347	0.242455839834773	0.06372776
25917	THUMPD3	0.564563201683454	0.199472649019339	0.29531521
259173	ALS2CL	0.299792605140156	0.25021662489309	0.08706183
259197	NCR3	0.0912121656217613	0.157855115059301	0.09456021
2592	GALT	0.395070260340645	0.720245087877274	0.07595567
25920	NELFB	0.399653207877221	0.998446930948065	0.1783606
25921	ZDHHC5	0.927795532351461	0.982023519033696	0.70623671
259215	LY6G6F	0.0880561093463924	0.164118539522605	0.10140459
259217	HSPA12A	0.985327283542906	0.819893916962281	0.85601643
25923	ATL3	0.237941533864276	0.591219436903612	0.08175328
259230	SGMS1	0.68306695599584	0.676876399342352	0.94494207
259232	NALCN	0.900563079544543	0.99808841307038	0.36376324
259236	TMIE	0.0937019247221905	0.223568005205125	0.08596471
259239	WFDC11	0.0474025076773148	0.182132383424026	0.05315065
25924	MYRIP	0.564976825023249	0.605545611522812	0.05763922
259240	WFDC9	NA	NA	0.06387291
259249	MRGPRX1	NA	NA	0.07425383
25925	ZNF521	0.996489998499512	0.960152026578413	0.99875219
25926	NOL11	0.741224057096491	0.249780329322171	0.10832453
259266	ASPM	0.537954946518772	0.114122040499183	0.06047874
25927	CNRIP1	0.155166935670333	0.145508787777856	0.16006983
25928	SOSTDC1	0.641617765269345	0.12916409831243	0.76933973
259282	BOD1L1	0.986152166433438	0.240010625410496	0.2522678
259283	MDS2	0.297095047807927	0.272926465630667	NA
259285	TAS2R39	0.0302330142774946	0.179499705168806	0.26200909
259286	TAS2R40	0.160335276323319	0.149256547733845	0.20464689
259287	TAS2R41	NA	NA	0.29773279
259289	TAS2R43	0.0193045694875023	0.0938994494317797	0.12672847
25929	GEMIN5	0.611809338041503	0.535933017880649	0.15063246
259290	TAS2R31	0.100202464972851	0.149280879186948	0.11872957
259292	TAS2R46	0.0340293055257164	0.147988332773881	0.10705228
259293	TAS2R30	0.0713477360103642	0.211930525227531	0.07620819
259294	TAS2R19	0.222276993104639	0.126256688412484	0.06659615
259295	TAS2R20	0.0494839211627497	0.166339548644061	0.07313253
259296	TAS2R50	0.0365329916673346	0.117323312923268	0.11956083
2593	GAMT	0.2823251777025	0.490141219350731	0.07059481
25930	PTPN23	0.574792732599803	0.732229434128707	0.94000939
259307	IL4I1	0.442102463564093	0.26112965025422	0.23632309
259308	FAM205A	0.126834546442983	0.404742670431939	0.11789883
25932	CLIC4	0.682372285988298	0.558659845552775	0.54319541
25934	NIPSNAP3A	0.381089708579818	0.155620650403967	0.09591762
25937	WWTR1	0.930802651255057	0.840692699328657	0.99261137
25938	HEATR5A	0.219131727040954	0.157432971504377	0.15359598
25939	SAMHD1	0.210165702829681	0.360998291066245	0.06831434
25940	FAM98A	0.842608355361447	0.467157616406438	0.36180788
25941	TPGS2	0.293349130114012	0.185137201557458	0.16044839
25942	SIN3A	0.998382249572421	0.995814542075734	0.99970039
25943	C20orf194	0.499500826005593	0.268018644530023	0.07568675
25945	NECTIN3	NA	NA	0.25176043
25945	PRR3	0.246592301523126	0.588666114885214	0.08421099
25945	PVRL3	0.65442235010378	0.643282086245349	NA
25946	ZNF385A	0.249812355365599	0.434777547251086	0.4026228
25948	KBTBD2	0.969663468115558	0.899260304732122	0.77446565
25949	SYF2	0.238069556123591	0.205522521476007	0.19861424
2595	GANC	0.304373195756327	0.449861071293844	0.11227834
25950	RWDD3	0.156584029333756	0.535980169116236	0.27453876
25953	PDC	0.0428835600952786	0.0282339701008056	0.24918296
25953	PNKD	0.393852573925728	0.353888179459251	0.28558154
25956	SEC31B	0.373665954645822	0.235020048966564	0.09999655
25957	PNISR	0.934383253502709	0.745342167898973	0.93048772
25959	KANK2	0.603591309890929	0.761710809638662	0.34125718
2596	GAP43	0.126005002739563	0.354650102718404	0.7193129
25960	ADGRA2	NA	NA	0.67500074
25960	GPR124	0.840226321519374	0.338238583883774	NA
25961	NUDT13	0.214144132120406	0.528322386990817	0.07964064
25962	KIAA1429	0.972760720149852	0.722976441160485	NA
25962	VIRMA	NA	NA	0.93175644
25963	TMEM87A	0.432252384593502	0.428185778637777	0.23464123
25966	C2CD2	0.895104323072357	0.689258180190531	0.07325083
2597	GAPDH	0.804025367831813	0.727023633677213	0.95760625
25970	SH2B1	0.496413838292632	0.957398073023929	0.96367028
25972	UNC50	0.172165204221324	0.559463978733352	0.0958386
25973	PARS2	0.166467983926061	0.0398158287294837	0.15361484
25974	CBLC	0.433356942553765	0.366225203445986	0.12744644
25974	MMACHC	0.196306505816179	0.162626965645063	0.10039123
25976	TIPARP	0.952988549439033	0.732131361275809	0.62523217
25977	NECAP1	0.672809101309017	0.746537613671446	0.15192292
25978	CHMP2B	0.11029474296291	0.219908130364011	0.19094272
25979	DHRS7B	0.204511240994567	0.360753231566317	0.10926652
25980	AAR2	0.144840378005991	0.449941935300506	0.96581957
25981	DNAH1	0.21116885399867	0.334701667307763	0.42855177
25983	NGDN	0.10788199582603	0.392635562655761	0.12706188
25984	KRT23	0.112518785997448	0.488030899936777	0.07281768
25987	TSKU	0.477356534494704	0.383910388852787	0.90063668
25988	HINFP	0.508598514506639	0.768146898996115	0.71870278
25989	ULK3	0.180169309678992	0.61012678013925	0.06957054
25992	SNED1	0.985177049104073	0.69186638333407	0.2118115
25994	HIGD1A	0.368219415593552	0.356839967006461	0.12661286
25996	REXO2	0.801628931369998	0.422079211685922	0.43411986
25998	IBTK	0.809563202309055	0.57857102104541	0.53870648
25999	CLIP3	0.225643903399468	0.577695633200432	0.97947916
26	AOC1	0.165928424964789	0.548454407519342	0.35461938
26000	TBC1D10B	0.534673607239546	0.981835496950631	0.53782528
26001	RNF167	0.642648016343396	0.313247886869922	0.07786214
26002	MOXD1	0.393737389183246	0.165840623791789	0.05732459
26003	GORASP2	0.837759607899115	0.824655360328559	0.75327089
26005	C2CD3	0.47867170465266	0.447983942063607	0.08386497
26007	DAK	0.357362875132866	0.785506859466383	NA
26007	TKFC	NA	NA	0.06942384
26009	ZZZ3	0.95447909337401	0.978472965149508	0.67483115
26010	SPATS2L	0.899329519771134	0.502128402474118	0.25051304
26011	TENM4	0.986399486995736	0.845846832834301	0.87846166
26012	NSMF	0.339362108106723	0.538489838370979	0.12896087
26013	L3MBTL1	0.167582461504992	0.721045678837414	0.08444935
26015	RPAP1	0.224579255685403	0.562193907662654	0.06227385
26017	FAM32A	0.133602076865822	0.667665987045763	0.13357957
26018	LRIG1	0.723763713885635	0.498381755083925	0.93133173
26019	UPF2	0.992513082877036	0.904433765440123	0.72341974
26022	TADA1	0.394498059045867	0.447701908032917	0.1531248
